ID,PROVINCE_CODE,PROVINCE,CITY_CODE,CITY,MAGNETIC ANOMALY,LITOLOGI_CODE,LITOLOGI,MINERAL_CODE,MINERAL_POTENTIAL,INFORMATION,DATA_SOURCE,EASTING,NORTHING,LAT,LON
1,61,Kalimantan Barat,,Kapuas Hulu,,,,1,Air Raksa,"Primer kadar Hg 0,70%",,690488.7339,49588.96606,0.351560294,112.8515625
2,61,Kalimantan Barat,,Kapuas Hulu,,,,1,Air Raksa,Kadar 25% Hg,,690488.7339,49588.96606,0.439448816,112.7636719
3,61,Kalimantan Barat,,Kapuas Hulu,,,,1,Air Raksa,Kadar 15% Hg,,690488.7339,49588.96606,0.351560294,112.2363281
4,61,Kalimantan Barat,,Kapuas Hulu,,,,1,Air Raksa,Kadar 15% Hg,,690488.7339,49588.96606,0.351560294,112.3242187
5,61,Kalimantan Barat,,Kapuas Hulu,,,,1,Air Raksa,"Primer kadar Hg 0,70%",,690488.7339,49588.96606,0.326466197,112.8076172
6,61,Kalimantan Barat,,Kapuas Hulu,,,,1,Air Raksa,Kadar 25% Hg,,690488.7339,49588.96606,0.408198531,112.7197266
7,61,Kalimantan Barat,,Kapuas Hulu,,,,1,Air Raksa,Kadar 15% Hg,,690488.7339,49588.96606,0.285617336,112.2802734
8,61,Kalimantan Barat,,Kapuas Hulu,,,,1,Air Raksa,Kadar 15% Hg,,690488.7339,49588.96606,0.326466197,112.3681641
9,61,Kalimantan Barat,,Kapuas Hulu,,,,1,Air Raksa,"Primer kadar Hg 0,70%",,690488.7339,49588.96606,0.351560294,112.8076172
10,61,Kalimantan Barat,,Kapuas Hulu,,,,1,Air Raksa,Kadar 25% Hg,,690488.7339,49588.96606,0.439448816,112.7197266
11,61,Kalimantan Barat,,Kapuas Hulu,,,,1,Air Raksa,Kadar 15% Hg,,690488.7339,49588.96606,0.30761571,112.2802734
12,61,Kalimantan Barat,,Kapuas Hulu,,,,1,Air Raksa,Kadar 15% Hg,,690488.7339,49588.96606,0.351560294,112.3681641
13,11,Aceh,,Aceh Barat,,,,1,Air Raksa,"Aluvial Tua dengan kadar Hg 0,12 ppm",,690488.7339,49588.96606,4.374627869,96.11938477
14,92,Papua Barat,,Manokwari,,,,2,Antimon,"Kadar Sb 4,6% s.d. 25%","PT Lion Multi Resources, Laporan Eksplorasi Tahun 2011 (Tabulasi Dinas ESDM Provinsi)",690488.7339,49588.96606,-1.493971307,134.0332031
15,61,Kalimantan Barat,,Kapuas Hulu,,,,2,Antimon,Kadar 15% Hg,"PT Tambang Jaya Raya, Laporan RKAB 2018",690488.7339,49588.96606,0.439448816,112.5
16,61,Kalimantan Barat,,Kapuas Hulu,,,,2,Antimon,Tidak ada data kadar Sb,"PT Makmur Pratama Indonesia, Laporan Studi Kelayakan",690488.7339,49588.96606,0.439448816,112.4121094
17,92,Papua Barat,,Manokwari,,,,2,Antimon,"Kadar Sb 4,6% s.d. 25%","PT Lion Multi Resources, Laporan Eksplorasi Tahun 2011 (Tabulasi Dinas ESDM Provinsi)",690488.7339,49588.96606,-1.118324342,134.0332031
18,61,Kalimantan Barat,,Kapuas Hulu,,,,2,Antimon,Kadar 15% Hg,"PT Tambang Jaya Raya, Laporan RKAB 2018",690488.7339,49588.96606,0.367326601,112.5
19,61,Kalimantan Barat,,Kapuas Hulu,,,,2,Antimon,Tidak ada data kadar Sb,"PT Makmur Pratama Indonesia, Laporan Studi Kelayakan",690488.7339,49588.96606,0.408198531,112.4560547
20,61,Kalimantan Barat,,Kapuas Hulu,,,,2,Antimon,Kadar 15% Hg,"PT Tambang Jaya Raya, Laporan RKAB 2018",690488.7339,49588.96606,0.395504672,112.5
21,61,Kalimantan Barat,,Kapuas Hulu,,,,2,Antimon,Tidak ada data kadar Sb,"PT Makmur Pratama Indonesia, Laporan Studi Kelayakan",690488.7339,49588.96606,0.439448816,112.4560547
22,19,Kepulauan Bangka Belitung,,Bangka,,,,3,Bauksit,Plaser dengan kadar Al2O3 25-30%,Subdit. Konservasi Dit. Teknik Pertambangan 1979. Endapan Bauksit di Indonesia,690488.7339,49588.96606,-1.669685501,106.0839844
23,62,Kalimantan Tengah,,Kotawaringin T,,,,3,Bauksit,"Laterit kadar Al2O3 43,33%, SiO2 2,7%.","PT Citra Mentaya Mandiri, Laporan RKAB Tahun 2019",690488.7339,49588.96606,-2.108898659,113.0273437
24,62,Kalimantan Tengah,,Kotawaringin T,,,,3,Bauksit,"Laterit kadar Al2O3 43,33%, SiO2 2,7%","PT Indonesia Batubauksit Bajarau, Laporan RPT Tahun 2017",690488.7339,49588.96606,-2.021065119,112.7636719
25,62,Kalimantan Tengah,,Kotawaringin T,,,,3,Bauksit,"Laterit kadar Al2O3 43,33%, SiO2 2,7%","PT Duta Borneo Pratama, Laporan RKAB Tahun 2019",690488.7339,49588.96606,-2.108898659,113.0273437
26,62,Kalimantan Tengah,,Kotawaringin T,,,,3,Bauksit,"Laterit kadar Al2O3 43,33%, SiO2 2,7%","PT Billy Indonesia, 2015",690488.7339,49588.96606,-2.021065119,112.7636719
27,62,Kalimantan Tengah,,Kotawaringin T,,,,3,Bauksit,"Laterit kadar Al2O3 43,33%, SiO2 2,7%","PT Eximart Indonesia Sejahtera, 2015",690488.7339,49588.96606,-1.406108835,114.1699219
28,61,Kalimantan Barat,,Landak,,,,3,Bauksit,"Laterit kadar Al2O3 45%,","PT Borneo Edo International, 2009",690488.7339,49588.96606,0.790990498,108.8964844
29,61,Kalimantan Barat,,Landak,,,,3,Bauksit,"Laterit kadar Al2O3 46,86%,","PT Antam, Annual Report 2006",690488.7339,49588.96606,0.527336305,109.7753906
30,61,Kalimantan Barat,,Pontianak,,,,3,Bauksit,"Laterit kadar Al2O3 41,42% s.d. 44,49%","PT Antam, Tbk, Laporan Studi Kelayakan Tambang Tahun 2019",690488.7339,49588.96606,0.439448816,109.2480469
31,61,Kalimantan Barat,,Landak,,,,3,Bauksit,"Laterit kadar Al2O3 41,58% s.d. 48,10%","PT Antam, Tbk, Laporan Studi Kelayakan Tambang Tahun 2019",690488.7339,49588.96606,0.615222552,109.3359375
32,61,Kalimantan Barat,,Landak,,,,3,Bauksit,"Laterit (wmt) dengan kadar Al2O3 43,36% s.d. 44,2%","PT Borneo Edo International, Laporan RKAB Tahun 2019",690488.7339,49588.96606,0.439448816,109.4238281
33,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3 39,9%","PT Karya Utama Tambang Jaya, Laporan 30 Juni 2011",690488.7339,49588.96606,-0.527336305,110.3027344
34,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3 50,45%, SiO2 6,80%.","PT Cita Mineral Investindo, Laporan RKAB Tahun 2019 (Tabulasi Dinas ESDM Provi",690488.7339,49588.96606,-1.230374177,110.5664062
35,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3 38,6%, SiO2 3%","PT Cita Mineral Investindo, Laporan 2015",690488.7339,49588.96606,-0.703107352,110.3027344
36,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,Tidak ada data kadar Al2O3,"PT Rejeki Jaya Mandiri, Laporan Studi Kelayakan Tahun",690488.7339,49588.96606,-1.230374177,110.7421875
37,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3 44,4%, SiO2 2,7%.","PT Harita Prima Abadi Mineral, Laporan Tahun 2015",690488.7339,49588.96606,-2.021065119,110.8300781
38,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"Laterit kadar Al2O3 46,86%,","PT Antam, Tbk, Unit Bisnis Pertambangan Bauksit, Laporan RKAB Tahun 2019",690488.7339,49588.96606,-0.175780974,110.1269531
39,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"Laterit kadar Al2O3 41,96% s.d. 42%","PT Mega Citra Utama, Laporan RKAB Tahun 2019",690488.7339,49588.96606,-0.175780974,110.3027344
40,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,,"PT Antam, Tbk, Unit Bisnis Pertambangan Bauksit, Laporan RKAB Tahun 2019",690488.7339,49588.96606,-0.263670944,110.1269531
41,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"Laterit kadar Al2O3 51,34%, SiO2 6,39%.",presentase bauksit Jan. 2006,690488.7339,49588.96606,-0.351560294,110.1269531
42,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"Laterit kadar Al2O3 46,86%","PT Antam, Tbk, Unit Bisnis Pertambangan Bauksit, Laporan RKAB Tahun 2019",690488.7339,49588.96606,-0.087890591,110.1269531
43,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"Laterit kadar Al2O3 47,5 - 47,3 % SiO2=7,6%, Lap. s.d. Desember 2003","PT Bintangar Maju Abadi, 2012",690488.7339,49588.96606,2.68E-11,110.0390625
44,61,Kalimantan Barat,,Sintang,,,,3,Bauksit,"Al2O3 52,15%,","Pusat Sumber Daya Geologi, Laporan Eksplorasi Bauksit di Kabupaten Sintang Tah",690488.7339,49588.96606,0.878871783,111.0058594
45,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3 48% s.d. 51,7%","PT Labai Pertiwi Tambang, Laporan 30 Juni 2011",690488.7339,49588.96606,-0.527336305,110.1269531
46,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"Laterit kadar Al2O3 47,5 - 47,3 % SiO2 7,6%, Lap. s.d. Desember 2003","PT Bintangar Maju Abadi, 2012",690488.7339,49588.96606,0.175780974,110.2148437
47,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"Laterit kadar Al2O3 46,86%,","PT Danpac Resources, Laporan Eksplorasi",690488.7339,49588.96606,2.68E-11,109.8632812
48,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"Laterit washed ore, kadar Al2O3 rata-rata 47,6%","PT Alu Sentosa, Laporan Eksplorasi Tahun 2014",690488.7339,49588.96606,-0.351560294,110.2148437
49,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"Laterit kadar Al2O3 46,86%,","PT Antam, Annual Report 2006",690488.7339,49588.96606,-0.087890591,110.0390625
50,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"Kadar Al2O3 44,45%","PT Kalmin Lestari, 2012",690488.7339,49588.96606,2.68E-11,110.2148437
51,61,Kalimantan Barat,,Landak,,,,3,Bauksit,"Laterit kadar Al2O3 46,01% dan 48,75%","PT Mekko Metal Mining, Laporan Studi Kelayakan Tahun 2012",690488.7339,49588.96606,0.175780974,109.8632812
52,61,Kalimantan Barat,,Landak,,,,3,Bauksit,"Laterit kadar Al2O3 46,86%,","PT Bukit Merah Indah, Laporan 2011",690488.7339,49588.96606,0.703107352,109.5996094
53,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"Laterit kadar Al2O3 46,86%,","PT Antam, Tbk, Unit Bisnis Pertambangan Bauksit, Laporan RKAB Tahun 2019",690488.7339,49588.96606,-0.087890591,110.2148437
54,61,Kalimantan Barat,,Landak,,,,3,Bauksit,"Laterit kadar Al2O3 45%,","PT Dwimitra Enggang Khatulistiwa, Annual Report 2018 (31 Desember 2018), http:",690488.7339,49588.96606,0.439448816,109.3359375
55,61,Kalimantan Barat,,Landak,,,,3,Bauksit,"Laterit (wmt) kadar Al2O3 43,65%,","PT Gunung Kendaik, Annual Report 2018 (31 Desember 2018), http://www.antam.com",690488.7339,49588.96606,0.703107352,109.3359375
56,61,Kalimantan Barat,,Sekadau,,,,3,Bauksit,"Laterit kadar Al2O3 47,5 - 47,3% SiO2 7,6%, Lap. s.d. Desember 2003","CV Agung Persada, 2015",690488.7339,49588.96606,0.527336305,111.2695312
57,61,Kalimantan Barat,,Sekadau,,,,3,Bauksit,"Laterit kadar Al2O3 47,5 - 47,3% SiO2 7,6%, Lap. s.d. Desember 2003","CV Agung Persada, 2015",690488.7339,49588.96606,0.439448816,111.0058594
58,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3 50,45%, SiO2 6,80%.","PT Ketapang Karya Utama, Laporan HARITA BAUXITE MINERAL RESOURCES AND ORE RES",690488.7339,49588.96606,-1.493971307,110.5664062
59,61,Kalimantan Barat,,Landak,,,,3,Bauksit,"Laterit kadar Al2O3 46,86%,","PT Borneo Edo International, Laporan RKAB Tahun 2019",690488.7339,49588.96606,0.351560294,109.5117187
60,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit, kadar Al2O3 49% s.d. 51,2%","PT Karya Utama Tambang Jaya (No. 629/ DISTAMBEN/2014), Laporan Studi Kelayakan",690488.7339,49588.96606,-0.527336305,110.0390625
61,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"Laterit kadar Al2O3 47,5 - 47,3% SiO2 7,6%, Lap. s.d. Desember 2003","PT Kapuas bara Minerals, 2015",690488.7339,49588.96606,0.087890591,110.1269531
62,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"Laterit kadar Al2O3=46,86%,","PT Mahkota Karya Utama, Laporan2015",690488.7339,49588.96606,2.68E-11,110.0390625
63,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"Kadar Al2O3 44,45%","PT Sanmas Mekar Abadi, 2012",690488.7339,49588.96606,2.68E-11,110.1269531
64,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"3 blok, laterit kadar Al2O3 43,53% s.d. S48,53%","PT Persada Pratama Cemerlang, 2015",690488.7339,49588.96606,-0.175780974,110.3027344
65,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"Laterit kadar Al2O3=34, 8%; SiO2=6,9%","PT Persada Buana Gemilang, 2015",690488.7339,49588.96606,-0.351560294,110.3027344
66,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"Laterit kadar Al2O3=34, 8%; SiO2=6,9%","PT Paloan Maju Abadi, 2017",690488.7339,49588.96606,-0.351560294,110.3027344
67,61,Kalimantan Barat,,Sekadau,,,,3,Bauksit,"Laterit kadar Al2O3 47,5 - 47,3% SiO2 7,6%, Lap. s.d. Desember 2003","CV Agung Persada, 2015",690488.7339,49588.96606,2.68E-11,110.8300781
68,61,Kalimantan Barat,,Landak,,,,3,Bauksit,"Laterit kadar Al2O3=46,86%,","PT Kindai Mandiri Sejahtera, Laporan 2015",690488.7339,49588.96606,0.263670944,109.7753906
69,61,Kalimantan Barat,,Landak,,,,3,Bauksit,"Laterit kadar Al2O3 43,6% dan 44,93%","PT Fortuna Jaya Makmur, Laporan RKAB Tahun 2019",690488.7339,49588.96606,0.175780974,109.8632812
70,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3 37,78% dan 42,78%","PT Tayan Alumina Abadi, Laporan RKAB Tahun 2019",690488.7339,49588.96606,-0.703107352,110.5664062
71,61,Kalimantan Barat,,Landak,,,,3,Bauksit,"Laterit kadar Al2O3 40,66%,","PT Agrabudi Gasutama Prima, Laporan RKAB Tahun 2019",690488.7339,49588.96606,0.175780974,109.6875
72,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"Laterit kadar Al2O3 39,86%","PT Meliau Ratu Abadi, Laporan RKAB Tahun 2019",690488.7339,49588.96606,-0.439448816,110.390625
73,61,Kalimantan Barat,,Bengkayang,,,,3,Bauksit,"Laterit (wmt) kadar Al2O3 43,65%,","PT Wahan Petra Sejahtera, 2015",690488.7339,49588.96606,0.878871783,109.1601562
74,61,Kalimantan Barat,,Kayong Utara,,,,3,Bauksit,"2 blok. laterit kadar Al2O3 47,02%","PT Dutam Mineral, Laporan RKAB Tahun 2019 (Tabulasi Dinas ESDM Provinsi)",690488.7339,49588.96606,-1.142502404,110.3027344
75,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"2 blok, tidak ada kadar Al2O3","PT Prima Bangun Persada Nusantara, Laporan Rencana Reklamasi Dan Pascatambang",690488.7339,49588.96606,-1.054627942,110.4785156
76,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"4 pit, laterit kadar Al2O3 46,02% s.d 51,33%.","PT Laman Mining, Dokumen RR Tahun 2017 (Tabulasi Dinas ESDM Provinsi)",690488.7339,49588.96606,-1.318243057,110.1269531
77,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3=50,45%, SiO2 = 6,80%.","PT Budi Dharma Inti Tambang, 2015",690488.7339,49588.96606,-1.669685501,110.4785156
78,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3=50,45%, SiO2 = 6,80%.","PT Mineral Jaya Utama, Laporan Eksplorasi Tahun 2010 (Tabulasi Dinas ESDM Prov",690488.7339,49588.96606,-1.493971307,110.390625
79,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3=50,45%, SiO2 = 6,80%.","PT Ketapang Karya Utama, 2015",690488.7339,49588.96606,-1.406108835,110.5664062
80,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"Laterit kadar Al2O3=46,86%,","PT Bumiraya Utama Industri Logam, Laporan 2015",690488.7339,49588.96606,-0.087890591,110.0390625
81,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3 43,33%, SiO2 2,7%","PT Lanang Bersatu, Laporan 2015",690488.7339,49588.96606,-2.021065119,110.8300781
82,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,,"PT Karya Utama Tambang Jaya, Laporan Rencana Kegiatan Jangka Panjang IUP Opera",690488.7339,49588.96606,-0.615222552,110.0390625
83,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3 47,78%","PT Cita Mineral Investindo, Laporan Akhir Eksplorasi Bauksit, Desember 2016 (T",690488.7339,49588.96606,-0.527336305,110.2148437
84,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3=39,9%","PT Karya Utama Tambang Jaya, Laporan Studi Kelayakan Tahun 2018 (Tabulasi Dina",690488.7339,49588.96606,-0.439448816,110.1269531
85,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3=39,9%","PT Karya Utama Tambang Jaya, September 2016",690488.7339,49588.96606,-0.439448816,110.3027344
86,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3=39,9%","PT Karya Utama Tambang Jaya, September 2016",690488.7339,49588.96606,-0.439448816,110.2148437
87,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3 50,9% s.d. 51,6%","PT Karya Utama Tambang Jaya, Laporan Studi Kelayakan Tahun 2018 (Tabulasi Dina",690488.7339,49588.96606,-0.615222552,110.0390625
88,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"Laterit kadar Al2O3 38,6%","PT Meliau Ratu Abadi, Laporan RKAB 2019",690488.7339,49588.96606,-0.439448816,110.4785156
89,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"Laterit kadar Al2O3 39,55%","PT Meliau Ratu Abadi, Laporan RKAB 2019",690488.7339,49588.96606,-0.439448816,110.4785156
90,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"Laterit kadar Al2O3 38,6%, SiO2 = 3%","PT Meliau Ratu Abadi, Laporan RKAB 2019",690488.7339,49588.96606,-0.439448816,110.4785156
91,61,Kalimantan Barat,,Landak,,,,3,Bauksit,"Laterit kadar Al2O3 41,01% dan 45,99%","PT Tamindo Mutiara Sejahtera, Laporan RKAB Tahun 2019",690488.7339,49588.96606,0.351560294,109.6875
92,61,Kalimantan Barat,,Landak,,,,3,Bauksit,"Laterit kadar Al2O3 40,03% dan 38,93%","PT Tamindo Mutiara Sejahtera, Laporan RKAB Tahun 2019",690488.7339,49588.96606,0.439448816,109.6875
93,61,Kalimantan Barat,,Menyuke,,,,3,Bauksit,"Laterit kadar Al2O3 39,89% dan 40,73%","PT Tamindo Mutiara Sejahtera, Laporan RKAB Tahun 2019",690488.7339,49588.96606,0.527336305,109.6875
94,61,Kalimantan Barat,,Landak,,,,3,Bauksit,"Laterit kadar Al2O3 38,43 s.d. 40,1%","PT Tamindo Mutiara Sejahtera, Laporan RKAB Tahun 2019",690488.7339,49588.96606,0.439448816,109.6875
95,61,Kalimantan Barat,,Landak,,,,3,Bauksit,"Laterit gibsit kadar Al2O3 43,8% dan 46,92%","PT Kindai Mandiri Sejahtera, Laporan RKAB Tahun 2019",690488.7339,49588.96606,0.351560294,109.6875
96,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,Kadar rata-rata Al2O3 > 35%,"PT Cakrawala Mandiri Sedaya, Laporan RKAB Tahun 2019",690488.7339,49588.96606,-0.175780974,109.9511719
97,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,Kadar rata-rata Al2O3 > 35%,"PT Cakrawala Mandiri Sedaya, Laporan RKAB Tahun 2019",690488.7339,49588.96606,-0.263670944,110.0390625
98,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,Kadar rata-rata Al2O3 > 35%,"PT Cakrawala Mandiri Sedaya, Laporan RKAB Tahun 2019",690488.7339,49588.96606,-0.351560294,110.0390625
99,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3 45,34% dan 43,82%","PT Tayan Alumina Abadi, Laporan RKAB Tahun 2019",690488.7339,49588.96606,-0.790990498,110.5664062
100,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3 38,6%, SiO2 3%","PT Tayan Alumina Abadi, Laporan RKAB Tahun 2019",690488.7339,49588.96606,-0.790990498,110.4785156
101,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3 38,6%, SiO2 3%","PT Tayan Alumina Abadi, Laporan RKAB Tahun 2019",690488.7339,49588.96606,-0.615222552,110.5664062
102,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3 38,6%, SiO2 3%","PT Tayan Alumina Abadi, Laporan RKAB Tahun 2018",690488.7339,49588.96606,-0.615222552,110.6542969
103,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3 39,97% dan 41,09%","PT Tayan Alumina Abadi, Laporan RKAB Tahun 2019",690488.7339,49588.96606,-0.703107352,110.5664062
104,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3 42,76%","PT Coalindex Indonesia, Laporan RKAB Tahun 2019",690488.7339,49588.96606,-0.790990498,110.2148437
105,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit (wmt) kadar Al2O3 40,5%","PT Pusaka Jaman Raja, Laporan RKAB Tahun 2019",690488.7339,49588.96606,-0.615222552,110.1269531
106,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3 41,36% dan 36,45%",PT Panca Raja Perkasa. Laporan Eksplorasi Tahun 2016 (Tabulasi Dinas ESDM Prov,690488.7339,49588.96606,-0.878871783,110.2148437
107,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,Tidak ada data kadar Al2O3,"PT Rejeki Jaya Mandiri, ahaya Abadi, Laporan Studi Kelayakan Tahun",690488.7339,49588.96606,-1.406108835,110.6542969
108,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,Tidak ada data kadar Al2O3,"PT Ridatama Cahaya Abadi, Laporan Studi Kelayakan Tahun",690488.7339,49588.96606,-1.318243057,110.6542969
109,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,Kadar Al2O3 40%,"PT Bino Artomas Mineral, Laporan Eksplorasi Tahun 2018 (Tabulasi Dinas ESDM Pr",690488.7339,49588.96606,-1.493971307,110.8300781
110,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"5 blok, kadar Al2O3 38,15% s.d. 40,11%","PT Kalbar Bumi Perkasa, Laporan RKAB Tahun 2019",690488.7339,49588.96606,2.68E-11,110.3027344
111,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"12 blok, kadar Al2O3 53,93%",PT Kurnia Jayaraya. Laporan Studi Kelayakan Tahun 2011 (Tabulasi Dinas ESDM Pr,690488.7339,49588.96606,-0.175780974,109.9511719
112,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"3 blok, tidak ada data kadar Al2O3","PT Casanamatra Kencana, Laporan RKAB Tahun 2016 (Tabulasi Dinas ESDM Provinsi)",690488.7339,49588.96606,0.351560294,110.2148437
113,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"3 blok, tidak ada data kadar Al2O3 47,07%","PT Cakra Internusa, Laporan Eksplorasi Tahun 2016 (Tabulasi Dinas ESDM Provins",690488.7339,49588.96606,-1.230374177,110.8300781
114,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"5 blok, tidak ada data kadar Al2O3","PT Quatra Algis Mining, Laporan RKAB Tahun 2019 (Tabulasi Dinas ESDM Provinsi)",690488.7339,49588.96606,-0.263670944,110.2148437
115,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3 46,4% s.d. 47,7%.","PT Sandai Karya Utama , Laporan Harita Bauxit Mineral Resources And Ore Reserv",690488.7339,49588.96606,-1.318243057,110.4785156
116,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"3 blok, laterit kadar Al2O3 38,15% s.d 46,78%.","PT Laman Mining, Laporan RKAB Tahun 2019",690488.7339,49588.96606,-1.406108835,110.3027344
117,61,Kalimantan Barat,,Ketapang,,,,3,Bauksit,"Laterit kadar Al2O3 45,43%","PT Labai Persada Tambang, Laporan Eksplorasi Tahun 2014 (Tabulasi Dinas ESDM P",690488.7339,49588.96606,-0.615222552,110.3027344
118,61,Kalimantan Barat,,Sanggau,,,,3,Bauksit,"Laterit kadar Al2O3 34, 8%; SiO2 6,9%","PT Visitama, 2012",690488.7339,49588.96606,-0.263670944,110.390625
119,21,Kepulauan Riau,,Bintan,,,,3,Bauksit,"Laterit,pelapukan dari batuan asam ,Titan=10.313.413 ton dengan kadar Al2O3 51,8%, TiO2 1,5%, SiO2 10%, mineral ikutan Titan (laterit)","PT Antam, Annual Report 2006",690488.7339,49588.96606,1.054627942,104.2382812
120,21,Kepulauan Riau,,Bintan,,,,3,Bauksit,"Laterit,pelapukan dari batuan asam dengan kadar TiO2 0,5%, Al2O3 49%, SiO2 8,2%","PT Antam, Annual Report 2006",690488.7339,49588.96606,1.142502404,104.4140625
121,21,Kepulauan Riau,,Bintan,,,,3,Bauksit,"Laterit,pelapukan dari batuan asam dengan kadar TiO2 0,5%, Al2O3 49%, SiO2 8,2%","PT Antam, Annual Report 2006",690488.7339,49588.96606,0.878871783,104.5898437
122,21,Kepulauan Riau,,Lingga,,,,3,Bauksit,Plaser dengan kadar Sn 85-95%,PT Timah,690488.7339,49588.96606,-0.175780974,104.5898437
123,21,Kepulauan Riau,,Bintan,,,,3,Bauksit,"Laterit,pelapukan dari batuan asam dengan kadar TiO2 0,5%, Al2O3 49%, SiO2 8,2%","Pusat Sumber Daya Geologi, Laporan Kegiatan KP Konservasi Tahun 2007",690488.7339,49588.96606,0.790990498,104.5898437
124,21,Kepulauan Riau,,Bintan,,,,3,Bauksit,"Laterit,pelapukan dari batuan asam dengan kadar TiO2 0,5%, Al2O3 49%, SiO2 8,2%","PT Antam, Annual Report 2006",690488.7339,49588.96606,1.054627942,104.5019531
125,21,Kepulauan Riau,,Bintan,,,,3,Bauksit,"Laterit, pelapukan dari batuan asam dengan kadar Al2O3 45%","PT Lobindo Nusa Persada (226/IV/2011), Laporan RKAB Tahun 2018",690488.7339,49588.96606,0.878871783,104.5898437
126,21,Kepulauan Riau,,Lingga,,,,3,Bauksit,Plaser dengan kadar Sn 85-95%,"PT Sumber Prima Lestari, Laporan 2012",690488.7339,49588.96606,-0.439448816,104.2382812
